source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[diagnosis]	characteristics[sample type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[patient ID]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identiier]	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[data file]	comment[uri]	comment[database]	factor value[organism part]
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F7.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F8.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F9.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F10.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F11.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	normal	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	1	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/Stimulated_Jurkat_F12.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F1.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F2.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F3.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F4.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F5.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F6.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F7.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F8.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F9.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F10.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F11.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-70	Homo sapiens	blood	Stimulated_Jurkat T cell	Stimulated_Jurkat T cell	normal	normal	DDA library	not available	not available	not available	adult	not available	70	Stimulated_Jurkat T cell-DDAlibrary-70	2	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	Stimulated_Jurkat_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/Stimulated%20Jurkat%20cell/Stimulated_Jurkat_F12.raw	MASSIVE	Stimulated_Jurkat T cell
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F1.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F2.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F3.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F4.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F5.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F6.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F7.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F8.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F9.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	10	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F10.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F10.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	11	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F11.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F11.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	normal	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	1	12	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Orbitrap Exploris 240	AC=MS:1001251;NT=Trypsin	THP-1_F12.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/raw/THP-1_F12.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	1	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F1.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F1.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	2	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F2.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F2.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	3	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F3.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F3.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	4	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F4.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F4.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	5	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F5.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F5.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	6	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F6.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F6.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	7	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F7.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F7.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	8	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F8.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F8.raw	MASSIVE	THP-1 DC like monocyte
PXD047742-Sample-71	Homo sapiens	blood	THP-1 DC like monocyte	THP-1 DC like monocyte	normal	normal	DDA library	not available	not available	not available	adult	not available	71	THP-1 DC like monocyte-DDAlibrary-71	2	9	proteomic profiling by mass spectrometry	data-dependent acquisition	AC=MS:1002038;NT=label free sample	Q-Exactive Plus	AC=MS:1001251;NT=Trypsin	THP-1_F9.raw	ftp://massive-ftp.ucsd.edu/v06/MSV000093644/library/Human_Immune_Cell_DDA/THP-1/THP-1_F9.raw	MASSIVE	THP-1 DC like monocyte
