source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[sample identifier]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	comment[proteomexchange accession number]	comment[data file]	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[batch identifier]
PXD004352-Sample-273	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_02.raw	Monocytes Intermediate_LTA-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-274	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_03.raw	Monocytes Intermediate_LTA-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-275	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_04	adult	4	4	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_04.raw	Monocytes Intermediate_LTA-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-276	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_05	adult	5	5	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_05.raw	Monocytes Intermediate_LTA-5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_05.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-277	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_01.raw	Monocytes Intermediate_PIC-1-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-278	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_01_150831192018	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_01_150831192018.raw	Monocytes Intermediate_PIC-1-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_01_150831192018.raw	1	2	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-279	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_02.raw	Monocytes Intermediate_PIC-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-280	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_03.raw	Monocytes Intermediate_PIC-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_PIC_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-281	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_01.raw	Monocytes Intermediate_R848-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-282	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_02.raw	Monocytes Intermediate_R848-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-283	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_03.raw	Monocytes Intermediate_R848-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_R848_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-284	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	MO.intermediate_01 (steady-state)	adult	1	1	PXD004352	MO.intermediate_01 (steady-state).raw	Monocytes Intermediate_Steady state-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.intermediate_01 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-285	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	MO.intermediate_02 (steady-state)	adult	2	2	PXD004352	MO.intermediate_02 (steady-state).raw	Monocytes Intermediate_Steady state-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.intermediate_02 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-286	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	MO.intermediate_03 (steady-state)	adult	3	3	PXD004352	MO.intermediate_03 (steady-state).raw	Monocytes Intermediate_Steady state-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.intermediate_03 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-287	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	MO.intermediate_04 (steady-state)	adult	4	4	PXD004352	MO.intermediate_04 (steady-state).raw	Monocytes Intermediate_Steady state-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.intermediate_04 (steady-state).raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-288	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_01.raw	Monocytes Intermediate_ZYM-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-289	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_02.raw	Monocytes Intermediate_ZYM-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-290	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_03.raw	Monocytes Intermediate_ZYM-3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-291	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_04	adult	4	4	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_04.raw	Monocytes Intermediate_ZYM-4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-292	Homo sapiens	Blood	Blood	Monocytes Intermediate	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_05	adult	5	5	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_05.raw	Monocytes Intermediate_ZYM-5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOintermediate_ZYM_05.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-293	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_01_150825060604	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_01_150825060604.raw	Monocytes Non classical_CTR-1-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_01_150825060604.raw	1	2	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-294	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_02	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_02.raw	Monocytes Non classical_CTR-2-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_02.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-295	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_02_150825083822	adult	2	2	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_02_150825083822.raw	Monocytes Non classical_CTR-2-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_02_150825083822.raw	1	2	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-296	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_03	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_03.raw	Monocytes Non classical_CTR-3-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_03.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-297	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_03_150825204507	adult	3	3	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_03_150825204507.raw	Monocytes Non classical_CTR-3-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_03_150825204507.raw	1	2	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-298	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_04	adult	4	4	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_04.raw	Monocytes Non classical_CTR-4-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_04.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-299	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_04_150825231721	adult	4	4	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_04_150825231721.raw	Monocytes Non classical_CTR-4-2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_04_150825231721.raw	1	2	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-300	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_05	adult	5	5	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_05.raw	Monocytes Non classical_CTR-5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_CTR_05.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
PXD004352-Sample-301	Homo sapiens	Blood	Blood	Monocytes Non classical	not available	not available	not available	normal	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_LPS_01	adult	1	1	PXD004352	20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_LPS_01.raw	Monocytes Non classical_LPS-1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/20150817_QEp8_JaRi_SA_Sups_MOnoneclassical_LPS_01.raw	1	1	NT=Q Exactive;AC=MS:1001911	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	AC=MS:1001309;NT=Lys-C	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	7 ppm	20 ppm	1
