source name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[sample identifier]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	comment[proteomexchange accession number]	comment[data file]	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[batch identifier]
PXD062642-Sample-4	Homo sapiens	Endothelial	Aortic endothelial cells	Aortic endothelial cells	not applicable	not available	not available	normal	HAEC_CellMap_SCX_r3_f05	not available	1	not applicable	PXD062642	HAEC_CellMap_SCX_r3_f05.raw	Aortic endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HAEC_CellMap_SCX_r3_f05.raw	5	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-4	Homo sapiens	Endothelial	Aortic endothelial cells	Aortic endothelial cells	not applicable	not available	not available	normal	HAEC_CellMap_SCX_r3_f06	not available	1	not applicable	PXD062642	HAEC_CellMap_SCX_r3_f06.raw	Aortic endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HAEC_CellMap_SCX_r3_f06.raw	6	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r1_f01	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r1_f01.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r1_f01.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r1_f02	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r1_f02.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r1_f02.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r1_f03	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r1_f03.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r1_f03.raw	3	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r1_f04	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r1_f04.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r1_f04.raw	4	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r1_f05	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r1_f05.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r1_f05.raw	5	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r1_f06	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r1_f06.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r1_f06.raw	6	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r2_f01	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r2_f01.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r2_f01.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r2_f02	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r2_f02.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r2_f02.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r2_f03	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r2_f03.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r2_f03.raw	3	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r2_f04	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r2_f04.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r2_f04.raw	4	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r2_f05	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r2_f05.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r2_f05.raw	5	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r2_f06	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r2_f06.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r2_f06.raw	6	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r3_f01	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r3_f01.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r3_f01.raw	1	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r3_f02	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r3_f02.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r3_f02.raw	2	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r3_f03	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r3_f03.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r3_f03.raw	3	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r3_f04	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r3_f04.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r3_f04.raw	4	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r3_f05	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r3_f05.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r3_f05.raw	5	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-5	Homo sapiens	Endothelial	Lung microvascular endothelial cells	Lung microvascular endothelial cells	not applicable	not available	not available	normal	HMVEC-L_SCX_r3_f06	not available	1	not applicable	PXD062642	HMVEC-L_SCX_r3_f06.raw	Lung microvascular endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HMVEC-L_SCX_r3_f06.raw	6	3	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r1_f01	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r1_f01.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r1_f01.raw	1	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r1_f02	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r1_f02.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r1_f02.raw	2	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r1_f03	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r1_f03.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r1_f03.raw	3	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r1_f04	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r1_f04.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r1_f04.raw	4	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r1_f05	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r1_f05.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r1_f05.raw	5	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r1_f06	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r1_f06.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r1_f06.raw	6	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r2_f01	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r2_f01.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r2_f01.raw	1	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r2_f02	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r2_f02.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r2_f02.raw	2	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r2_f03	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r2_f03.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r2_f03.raw	3	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r2_f04	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r2_f04.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r2_f04.raw	4	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
PXD062642-Sample-6	Homo sapiens	Endothelial	Umbilical vein endothelial cells	Umbilical vein endothelial cells	not applicable	not available	not available	normal	HUVEC_CellMap_SCX_r2_f05	not available	1	not applicable	PXD062642	HUVEC_CellMap_SCX_r2_f05.raw	Umbilical vein endothelial cells	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/01/PXD062642/HUVEC_CellMap_SCX_r2_f05.raw	5	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	10 ppm	20 ppm	1
